review_body,is_positive_sentiment
"On The Bowery was much better, though the times were different.",0
This movie is pretty good . It could have been better ending.,1
"I wanted to like this show.  I know it has won some awards, but I just couldn't get in to it.  The actors say their lines as if they are on stage rather than realistically.  Who in real life talks like that?  They seem to be reciting clever, erudite  and very long speeches rather than speaking the way normal people do. Not my kind of show. I've worked in newspaper offices--news people don't talk like that.",0
Not really great,0
"This was the most frustrating movie I have watched in a long time. I mean, I can't even. I literally can't even.",0
We only got about 30 min into it before turning it off- the acting was terrible! I felt like we were watching a Disney TV show,0
"My 4 year old son loves the original cartoon and we had to buy the new updated version. He loves it! It's adorable, he loves it so much, he can watch it on repeat for days. Momma loves it too!",1
Not as good as the first.,0
If you have a dog you will love this movie.  It is seldom that we will both cry (more than just wet tears) at a movie but the story and the memory of our last dog just came rushing back.  Even if you do not have a dog or ever want a dog you will at least have wet eyes from this movie.  &#34;Hachi&#34; will stay on our Watch List for a very long time.,1
"Slow paced, belied with soapy s***. Shows like Caprica did a better job. I missed the first 2 episodes and paid for them here at Amazon. I wouldn't mind the time if not the money back.",0
Really like this.  I had not seen this and am glad that I watched it.,1
Bad acting and poorly cast. Very disappointing!,0
worst of the lot,0
"Can't believe I got sucked into this show.  Binge watched on Amazon over the last couple weeks.  First season ok.  Second season getting kind of silly.  Some cool special effects and interesting enough . Third season ridiculous. Continued to watch only out of a desire to finish what I started. The twists in plot speaks of a desperation by the writers to fill enough episodes to make a season.  I could go on about the stupidity of the characters actions and the episodes overloaded with dialog to fill time, but I've wasted enough time on this show already.",0
This is boring movie and goes nowhere. Don't spend your money.,0
Pretty intense,1
"Pretty much every one of the cast members is painful to watch this season, but for different reasons: Shannon, because her marriage is disintegrating and she's in complete denial; Meghan because she's not the sharpest tool in the shed, and her awkward pauses during conversations where she's desperately searching for a word are distracting; Heather because her new house is obnoxious, Tamra because she's still on the show.. it's clear she's even getting on her husband's last  nerve, and they've only been married 2 years. I would have never thought that Vicky would be the most watchable or sane person on here, but it's been 10 seasons so I guess it was her turn. Probably not the best choice to film the actual moment she learned of her mother's death though.<br /><br />It might be time for the OC to go back behind the gates. Would like to see it replaced with a Real Housewives of Silicon Valley. Hope someone from Bravo is reading... Same level of wealth and perhaps a smarter cast.",0
"From just watching the Pilot: I like the premise and potential here, but the cinematography and visual storytelling pale in comparison to the original Walking Dead.  The original walking dead communicates so much more with less shots and tighter script.  There are also a plethora of cheap false scares that just have that been done feel, tho there are some good moments.  Several moments too are &#34;scary because the music is telling you it's scary&#34; not complementing what is going on screen, this is a cheap technique.  One of the biggest things for me too is the episode feels WAY too stretched for the material being presented.  May have been better edited down to half it's current length even.  I was finding myself ready for scenes to end and wanting to move on.  I HOPE that as it goes it's refined to take some of the better film making tips from it's sister show as well as develop it's own original take or angle to this fascinating world.",0
Omg!!! You must be crazy if you don't like the movie!!! This movie is AMAZING!! The ending will have you on your feet screaming and clapping!!! Must see.,1
Stop the smart meters.  You are deceived.  Watch this video for why and take action to protect your privacy and health.,1
"awesome, awesome, awesome",1
"Ken, we get it....apartheid baseball besmirched the game.",0
"As much as I love the character Matthew Gray Gubler plays on Criminal Minds, I can't help but wonder what the heck he was thinking when he decided to do this, terrible movie.  The movie is definitely low budget and I expected to see some decent acting from the cast or even some good humor from the story writing.  I got nothing.  I forced myself to watch the whole thing to spite the bad story and the bad cinematics.  I do not recommend this movie.  It's a good wast of over an hour of your life.",0
It's a bit silly,0
Horrible boring movie,0
"I enjoyed the visitant, it was so scary.",1
"Not as clever as it thinks it is, but still a pretty fun little movie.  Interesting concept and some fun thrills.",0
"I LOVE Hannibal!<br /><br />It's bar none one of the best dark, twisted, psychological thrillers that has graced any t.v. network. The writing is superb and the acting is Academy worthy, especially Mads Mikkelsen who plays the elegantly depraved Dr. Hannibal Lecter. This is must see t.v.!",1
I love Chappie! A funny and action movie...,1
Amazon streaming is NOT Netflix.  It freezes up all the time and Amazon customer service offers no help other than telling me that my tv is not compatible with their services that I pay for.  Justified would get 5 stars but this is the only platform that I can offer my opinion about their streaming service.,0
Cliched. She screws around without pill. he forgets condom. who needs this?,0
Cute movie. Great for a night/day in.,1
Sloooowwww...  Drawn out.  They focussed more on cinematic and it drags the story out..  Too many wide shots that have no action and seem to last extra 6 seconds just to show the cinematography when no action is happening... such a waste.  Very unrealistic he makes it around the building within the &#34;time constraints&#34; he is giving due to circumstances in the plot.,0
"A year and a half ago I left an abusive marriage with the help of a local women's shelter, so I could not watch much of this movie because my experiences were just too recent. I will watch more of it at a later time, when I feel I can handle the emotions. The only thing I would say is that abuse is not always this visible in public. Only in a place where social conventions uphold this type of treatment does it seem like a man would be able to demonstrate his abuse in public (though as one reviewer noted, some do not approve of his behavior). Where conventions have changed, abuse goes on in secret. My heart goes out to Ninah, and to every woman her character represents. It seems like a well made film. I hope other viewers will pardon my writing a review after having only watched a short amount.",1
Enjoyed it very much!!,1
"I read every one of the Mars books by Edgar Rice Burroughs as a child. Several times. [[ASIN:B000AQ26WO Edgar Rice Burroughs]] He's also the author of the better known Tarzan books. This movie brought the books to life and I'd like to see more of them in this format. The lead character who played John Carter was very good and I really enjoyed the movie, as did my children.",1
"I loved it!!!  I read the book and loved the book but of course the book went into more detail.  I made such a connection to Alan Aldas Character and his wife Ruth because we were never able to have children and like them have gone on and are having a happy life, married 44 years so far. Clint Eastman's son is just gorgeous and the two of them have good chemistry. This movie made me cry good tears :)",1
"Seriously mediocre compared to The Walking Dead. I've only seen the first episode so far, but I am just not impressed. There aren't any characters that I would root for, not at all like the characters on TWD, where you connected with the characters right away. The casting is odd, the actors lack luster, the story line lagged, need I go on? I'm  hoping the second episode will redeem the first. Just saying.",0
A very interesting and in depth story of how this family lived and the children survived without being involved with the outside world.,1
Mythbusters is always good and I find that I still enjoy the show even without the other cast members.,1
"Freudian Eclipse<br /><br />It was male sexual license which brought the Magdalene asylums into existence.  They were non-denominational safe houses for prostitutes and homeless women.  Later, in the mid-nineteenth century the Church, in a  alliance with the State, took them over.  The goals were to continue providing services to “lost women,” cover the costs through the work regime, and provide a social service to the State. In this arrangement, nuns, the lowest members of the Church hierarchy, served as the front line workers, and were no more party to the shaping of the institution, and its expanded client list, than were the rescued women they served.<br /><br />So, there were three forces behind the Catholic Magdalene houses:  the prostitute users and rapists who created the inmates, the State which hid both sexual license and its victims, and the Church which gained communal and moral sway.<br /><br />“The Magdalene Sisters” snuffs this broader context, choosing to see the oppression and suffering through the reductive lens of personal sexual repression.  The nuns are not viewed in any sense as co-victims or sisters to their charges but as authoritarian, sadistic old maids.  Though they work from dawn until dusk with house, factory, and prayer work, their lives are viewed as hypertrophied.  Even in their only human moment during the communal viewing of “The Bells of St. Mary,” they quickly revert to their stepmother harshness.  That sexual repression owns their actions, determines their person is specifically underscored in the villainous stripping game they force on the inmates, as if they were male screws in a women’s prison.<br /><br />If one had to choose the dominant symbols of sexual repression in western culture today, nuns, priests, women, and Catholic Ireland would no doubt first come to mind.  “The Magdalene Sisters” pushes all these buttons--and sparks the film with some sexual scenes and sexual fun and games to boot.<br /><br />The sex abusive priest exists in the same mold as the young rapist at the Catholic-ridden music event. Their acts are not so much the problem as is their sexual repression born of a puritanical Irish Catholicism. What the priest suffers for his act is a prank which divests him of layers of hypocritical clothing.  The laughable strip tease is no doubt more popular and desirable to a modern audience than some “politically correct” form of public justice. But the exculpation of criminal acts is still in place, as it is in the case of that same violent rapist lad--to whom nothing at all happens.<br /><br />Anyway, when the girls enter the gate, we’re supposed to believe that their persecution begins right then.  The world they have left behind (run by and for men) goes scot free, but the world they enter, a women’s world, is a prison.  The Sisters of Mercy are the torturers.  And Mother Superior is the unbending warden, while nuns young and old, having suppressed all kindness,  understanding and intelligence, are the merciless screws. Their incarceration techniques are are so effective that the State has washed its hands of its supervisory role.<br /><br />The social context is replaced by the private narrative. The political is psychologized. Women are pitted against women.  Freud’s myth of sexual repression, so powerfully adhered to in  Hollywoodland, displace sexual license, and the State’s/Church’s central role in protecting it.<br /><br />In sum, Christ, a man, can understand Mary Magdalene; the Sisters of Mercy,  working in the Magdalene homes, and all women, cannot.  Because they are the scapegoat.",0
Decided to give this a shot because of the high ratings and the $.99 rental.  Can honestly say I didn't laugh through the entire movie.,0
"Hayden Christensen plays a total jerk who wakes up one day to find that nearly everyone in the world has vanished, and the days grow shorter and the nights increasingly longer. Worse yet, the shadows are alive and are trying kill everyone. On paper, Vanishing on 7th Street sounds like a sure fire win for a horror movie. It plays on the natural fear of the dark many people have, has plenty of mystery that keeps you engaged, and it has a fairly solid cast with the likes of Christensen (who shouldn't be judged by the poor script he had in the Star Wars prequels), Thandie Newton, and John Leguizamo.<br /><br />Sadly, while the film does have some decent scares and manages to maintain some level of tension. It never fully achieves the potential it sets itself up for. Between hokey CGI shadow effects, hackneyed usage of true historical mysteries with easy explanations that blow the film's supposed explanation out of the water, and truly stupid character decisions the film feels more like a bad Doctor Who episode (and given that show actually had an episode about killer shadows that was AMAZING makes this film look all the more worse). Add onto that, a truly stupid ending with obvious biblical undertones and a shot that rips off the iconic image of The Walking Dead's Rick Grimes riding his horse down an abandoned highway and you have the mediocre strawberry on a truly disappointing cake.<br /><br />Not to mention, it's way too easy to make &#34;Dark side of the force&#34; jokes throughout the entire film's run time. I strongly recommend watching this movie with your friends and seeing who can come up with the best Dark Side pun.",0
It's bad. It's old. It's all over the place.,0
"I suggest using &#34;Caillou&#34; on a continuous loop for suspected terrorists. This whiny, entitled, undisciplined, ungrateful brat has a way of getting under your skin and into your mind in ways the CIA could only dream.",0
Great movie. I will watch it again. This should be mandatory for every high school as well as college student to watch. This should also be mandatory to be watched at least once a week by anyone who is on welfare or on any type of assistance! GREAT MOVIE!!!,1
"Pete is very unlikable, as you would expect from the title.  The whole show just gave me the creeps thinking what he might do next.  The show was far from uplifting, although future episodes could show a positive character development.",0
Garbage,0
Not as good as season 1. We just couldn't connect with any of these people. None of them were really that likable.,0
Very informative,1
the movie is subtitled.  I would not have purchased this if I had know that it was in a foreign language.  I wish it would have been listed on the Amazon description.,0
"I enjoyed this movie!  It was scary, funny,  and full of surprises.  I almost stopped watching during the first 15 minutes of the film because I disliked all the characters.  Glad I stayed with it!  If you like movies that are a little off the wall, I recommend Housebound.",1
no new surprise or encounters rom all the similiar haunted former asylum films I've seeen  not bad but repetitive,0
"Wow.  Very powerful, very unexpected.  I was so astounded and shocked, because of the nut that Zachary's mother was, that I initially thought some of the events in this film were a practical joke she made up just to make Zachary's grandparents suffer.  I wish I could say more but you may know nothing about this story.  I knew nothing when I rented this.  I'm not sure if that's good or bad.",1
&#34;Won-won-won-wonderful&#34;!!!!!!!!,1
"Got it on Amazon instant video. Streams fine, no complaints with freezing, pausing, loading or audio. Daughter loves the movie... is also less expensive than the DVD and Blu-ray; and you don't have to worry about losing it or getting the disc scratched.",1
Crappiest World War two movie I have ever seen,0
not a prude- but crude to a point of disgust,0
Bit uneven as far as a story line.,0
"Being able to review movies without knowing what you're talking about is just dumb. While trying to tell people what to like and what not to like is idiotic.<br /><br />You have to have a certain taste to appreciate any movie. You wont like it if it isn't your taste. Thats what trailers are for. You shouldn't have watched this film if the trailer didn't appeal to you.<br /><br />To the 1 star reviews.<br /><br />How dare you come here and tell people whats good and what isn't.<br /><br />Thats like telling people what genre music they should listen to.<br /><br />This isn't an appliance review where if it works it gets 4- 5 stars and if it doesn't it should get 1-2.<br /><br />This is an Action movie. Not a drama. Meaning there doesn't have to be an in depth story. Its also the first movie in a modern day trilogy and its not a mad max reboot. Its a continuation. If you had a brain and watched the previous movies, what story did you need or expect exactly?<br /><br />If you gave 1 star for this movie you should delete it because your opinion doesn't matter.",1
"I just started Watching season 10, started a bit slow. I started watching show earlier this year and watch most of the episodes. Show is pretty entertaining with its different view of heaven and he'll and all the infighting, politics,etc<br />Hopefully as I watch the rest of season I can make this review a 4",0
entertaining. showmanship...touches on contemporary social issues related to his life.,1
"Well cast and entertaining.  Ending a bit rushed...as if the writers didn't quite know where to go with the web they had woven.  Still, worthwhile.",1
"Unique twist, very strong characters. Fascinating.",1
Not good.,0
"There were no good story lines, poor acting, and zero plots are resolved for the ending sequences.  I kept waiting for something to make this movie special, but in the end, it was just drudgery.",0
"Ann Burden (Margot Robbie) and her dog have managed to survive the nuclear holocaust due to the topography of her land and using common sense in dealing with contamination. She meets up with John Loomis (Chiwetel Ejiofor) who has a Geiger counter and a type A protective suit on steroids. He suggests making a generator using hydro-electric power from the water falls. However, in order to do this he would have to take apart the church her father/preacher build. If you happen to look at the DVD cover or movie poster then you know Chris Pine also shows up and the description say &#34;emotionally charged love triangle&#34; which is a not exactly a plot spoiler, but he does come late into the film. If there was some way to watch the film having never seen the poster, or knowing he shows up, that would be the way to do it. As for me, I kept waiting for him to show up which made the film go slow with anticipation. So if you are planning a showing, hide the DVD cover.<br /><br />The title comes from a kids book Ann has on the Bible. John opens the book and sees &#34;A is for Adam.&#34; One would conclude what &#34;Z&#34; would be, as there is a hint and some talk that coating the world with radioactive contamination was part of the plan or at least Ann's survival. The book of Zachariah, talks about the rebuilding of Solomon's Temple as a juxtaposition to the discussing to tearing down the church. The survey of Chris Pine was correctly done as he assumed the industry standard position of Jesus on the cross.<br /><br />The acting was good and then there was Chris Pine. The film moved slow. For people who want to watch an end of the world film with some minor religious discussion, the notion God will save a few people for his plan, and no zombies then this is it. Please note, there is a latency period of &#34;puking&#34; and general sickness when one is exposed to radioactivity. The latency period depends on the amount of exposure from a week to immediately. If you are &#34;puking&#34; right away after exposure, you will die shorty. No medicine can save you.<br /><br />Guide: No f-bombs that I recall. No real nudity. Implied sex.ing&#34; right away after exposure, you will die shorty. No medicine can save you.<br /><br />Guide: No f-bombs that I recall. No real nudity. Implied sex.",0
its our grandsons favorite show!!,1
Great show!,1
A great introduction for law school students on procedural rules.,1
"EARLY PLOT SPOILER<br /><br />The best way to watch this film is cold, having read no reviews including this one. Damian (Ben Kingsley) is a rich guy who has an opportunity to live on in another body under a new identity. It cost a bit, but beats death. He takes over the body of Ryan Reynolds and then BAM! we soon discover 30 minutes into the film we are watching a modern update of &#34;Hauser's Memory.&#34; Once we figure out what the pills are for and are 36 minutes into the feature, we know how it ends, just how do they get us there.<br /><br />Ryan did a decent job of imitating the mannerisms of Ben Kingsley, yet his acting was lack luster. There have been a number of films on this topic, with this one being superior to say &#34;Hauser's Memory&#34; but then again, what isn't better than a 1970's made for TV film. Makes for a good rental.<br /><br />Guide: 1 F-bomb. Brief dark sex/nudity?",0
Grand kids really enjoyed it,1
This movie a croc,0
"This movie was recommended by a USC Film teacher through the USC-KAFE program in L.A.. So, I decided to watch it and it was good. There was lots of mystery about who had killed a local girl. The Mother actress Joon-ho Bong son is being accused of killing the local girl and goes to jail. The Mother goes on a quest to find the murderer to get her son out of jail. But there is a twist her son is mentally challenged and this makes it challenging, when he can't remember what happened the night of the murder. It does have an ending twist and you must watch the movie!!!!",1
I am half way through the movie and screaming at the screen what kind of parents do this to this children??? REALLY?? This is a great movie about how the church is cult trying to brainwash people. They moved out of the country in an effort to get around laws that protect people's rights here in the states. These students need to sue these people out of business.,1
Don't waste your time.,0
"Love this season, just wish they didn't make Scott seem so weak",1
"Animated characters look awesome. Check.<br /><br />Fights were good. Check.<br /><br />Funny? Eh. It's so bad I can't say I didn't notice, but like others say, it's talking turtles, how real or serious do our human actors really need to be for us to sit through it to see our turtles kick ass? *cough* Transformers *cough*.<br /><br />This movie deserves two stars for the animation, but nothing more.<br /><br />DON'T SPEND MONEY FOR IT.<br /><br />1990 Steve Barron version still my favorite forever...!",0
"This film is well worth a look.   Today I watched Harry Potter and the Sorcerer’s Stone again.It is a great movies. Forget When I was watch it movies in the first time,maybe in junior high school.I’m really like this book ,I liked everything if it  about magic.   This movies is good for family watching together.It is really fun movies and it told so many clues about the next movies,such as huge three-headed dog, Gringotts Wizarding Bank and Professor Quirrell. This all about a person Voldemort.At last,Voldemort left Quirrell to die and is likely to return by some other means.The Stone has now been destroyed.The school year ends at the final feast, during which Gryffindor wins the House Cup. Harry returns to the Dursleys' for the summer holiday but does not tell them that under-age wizards are forbidden to use magic outside of Hogwarts.Ron and Hermione will be make friend with harry.They will go adventure  together.   Evil will never overcome the victory. Movies has a very good ending raises department of the next performance.I can't stop imagine scene about harry when he returned his uncle’s home and use magic.",1
Fun movie but I wanted to learn more about wine.,0
Don't waste your time or money. Really raunchy.,0
"We really enjoyed watching all of the episodes and are sorry that there are no more to watch.  The episodes were riveting, frequently involving moral dilemmas that provoked a great deal of thought.",1
A time period story hampered by a low budget and actors with limited acting skills. Definitely not for most viewers.,0
"Not impressed, pilot stunk. Will give it one more episode to get better.",0
Great show!,1
Excellent movie Jimmy Stewart is at his best. Also if there are any aircraft buffs out there the flying scenes are tremendous. Live flying shots of B-36 and B-47s. A must see for old SAC guys.,1
"Might be great if it had closed captioning so I could understand the dialog.  Amazon has no concern or regard for people with disabilities like hearing deficits, and so chooses not to support closed captioning for a 2-3 year old Sony Bravo TV that comes with Amazon Video built in.  Amazon should be ashamed of itself.",0
Extremely well put together.,1
"Stopped watching it, so I can't be fair.  But the reasonI stopped watching it was that it seemed to be tending towards a superficial women-as-trophies monie.  The protagonist, though, was an endearingly funny creation: a tour guide who upon arriving at each great French landmark explained that the Italians did it earlier and better.",0
Don't bother.,0
I find it hard to believe so many people actually like this movie.  Max is overshadowed by the female lead throughout the film which might be ok it this movie was supposed to be about her but it's not.  Its supposed to be about Mad Max kicking ass not being out done by his companion.,0
"My children love this show. That being said, it's pretty terrible. Even as children shows go, this is especially annoying and not educational at all. Fireman Sam's character is fine, but most of the other characters are irresponsible, whiny and poor examples for children to watch. There are other cartoons out there that are either educational or entertaining (or both), and this show is just not one of them.",0
Dying to see it,1
"This season was so explosive from one episode to another!! I could not stop watching! I am sad that it ended and wished there was another season coming!! There has to be, this cannot be the end!!",1
"If I ever have to watch this again, it will be way too soon. This is HULK bad, Leperchaun bad, NOAH, bad.",0
"The topic is interesting, but the presentation is weak.  This film would benefit by more and better editing.",0
our family did not enjoy this movie.  We couldn't wait for it to be over!,0
"In 1993 in Beatrice, Nebraska the high school put on a play called the gallows. An accident occurred on stage were Charlie was hung. Twenty years later that same high school is putting on that same play because it can. Football player Reese (Reese Mishler)  joins the drama club and plays a speaking role next to drama queen Pfeifer (Pfeifer Brown) on whom he is crushing. Ryan (Ryan Shoos) films the whole thing and Cassidy (Cassidy Gifford) provides some addition cleavage.<br /><br />The problem is Reese can't act so they decide to sabotage the stage so the play will be cancelled and Reese won't embarrass himself. A stage that is supposedly haunted.<br /><br />This film suffers from the same thing as all hand held camera films.  We have dark cam, the hall whispering cam, the what is that cam, the foot cam, the green cam, and the green foot cam. All this makes for a bad film. The twist at the end, I admit I didn't see coming. I liked it. The problem I had with the twist is that there is a &#34;discovery&#34; of things that happened 20 years ago, secrets I didn't think would exist in a small town where everybody knows everyone's business.<br /><br />Guide: 1 whispered F-bomb. No sex or nudity.",0
"This movie isn't for everyone, and it certainly wasn't for us. Before spending an hour and a half on this, it would be a good idea to read the wikipedia article on it, and the Trivia section in imdb, which explain what's going on here. This is sort of the French equivalent of mumblecore. The author and his friends get together and play off each other (the film is not scripted). It's full of in-jokes, only one of which we happened to get (Houellebecq repeatedly reads Diderot's novel The Nun, which was the subject of an earlier film by the same director). If you're a big fan of Houellebecq, you'll probably &#34;get&#34; the movie, but we weren't and we didn't.",0
A great show got involved more and more season two is even better than season one I can't wait for season three,1
pretty good watch,1
"Poorly acted, poorly filmed, poorly edited.  Loud, boring, predictable.  Nostalgia is the only reason to explain the positive reviews.  Watched it as an adult with my wife, first time seeing it.  9 year old daughter tolerated it.  Wife and I hated it.  It's terrible.  Did I mention it's loud?  Stupid and noisy.  It's a lazy movie that tries to get laughs exploiting the fat kid and the asian, and the Mexican maid.  Beyond this, it's just too boring to keep writing about.",0
What a piece of s***  Bought it because of the romance of Key West in the 70's  I guess you had to be there  Oh s*** I was there!  Nostalgically  Palm beach dude,0
"Cute Christian movie, with a great twist!",1
We all love this show! Great family show.,1
Good for kids.  Our 17 month old liked it.  It didn't scare her like too many movies now do.,1
Will it continue?,1
So clever and fun.  Perfect for every kid and the kid in you.,1
"The retcon'ed origin story is bad. Splinter learns martial arts from a book? AND he's better than the Shredder, a person we see ripping thick ropes with his arms behind his back in the beginning of the movie? No.<br /><br />Further, there was no reason to change the way they look. WHY did the artist/director/write/producer/whomever think this was a needed change? There's just no reason to do it.",0
"The subject of this movie is debauchery, not Liberace.  Felt sorry for the actors, especially Matt Damon.  The only bright spot in this dreadful &#34;let's sell total slime to viewers&#34; production is Debbie Reynolds as Lee's Polish mother.",0
"Season 1 was great, season 2 was ok, but at this point I am only sticking around to find out the meaning of the dome itself. What attracted me to this show was the breakdown and rebuilding of a society during a disaster, and the possible supernatural tie-in. Season 2, I forgave, because most sophomore seasons are exposition-laden, wobbly and never really as good as the first. Season 3... Well, this season was very painful to watch. The dialogue was predictable and uninspired (Dean Norris, you have been robbed!), and the plot is super messy. It's as if the point of this season was to render all of season 2 moot, by essentially getting rid of characters and story lines that were prominent in it (what was the point of the Melanie character at all? Or Junior's Mom and that damn red door?) and using a warped-time line to force the plot into some other crazy direction.<br /><br />It seems the &#34;in thing&#34; to kill off main characters in shows these days, which is something I applaud: in my belief, the story should come first, not the actors' contracts or network's pocketbooks. But there are 3 deaths in the first two episodes that just didn't even need to happen. The story didn't move forward, or anywhere, because of those deaths. And, as a woman, I am against woman-shaming, but Marg Helgnberger's lips need some serious fixing. That's all I can think about in her scenes, and she has so very many scenes! SPOILER ALERT: I am only sticking around because I heard the dome comes down this season. With one episode left, it better!  I don't think I'll be back to watch this next year. Stephen King, you've disappointed me here, but I will buy the book. It has to be a million times better than the show!<br /><br />9/8/15 Update: yay! They are putting this show out of it's misery!",0
a touching film that can stir the emotions.,1
"I'm not sure why this movie didn't get bigger praise, more attention, and more expansive distribution. I thought it was one of the best movies I'd seen in ages, perfectly cast, and so very clever. It uses one of the few under-used forums to demonstrate the importance of being ourselves, and developing as a person. It's also funny as hell. Juliette Lewis is such a perfect bitch, and Ellen Page is perfection. The underwater love scene is the most memorable romantic moments I've ever seen in a film. Very well done!",1
"I have been waiting for many years for this program to be available.  Thank you, Amazon, for doing this.  I am a happy camper while I wait for Seasons 2 and 3!",1
"I've loved Jemaine Clement since Flight of the Conchords, so it was great fun to see him in this movie that he also wrote. Very funny &#34;mockumentary&#34; about vampires living in modern day New Zealand. Of course I was waiting for Rhys Darby (Also from Flight) to make an appearance, and he did not disappoint! If you like vampires and droll humor, this movie is for you! Looking forward to watching it again with other friends who have seen it and love it!",1
"Looks like the perfect 20 something soap opera. It will also appeal to middle aged pervs.<br /><br />The schtick is repetitive but the glitz will overcome the writers shortcomings.<br /><br />There is a small dose of reality in the portrayal of a very lucky young man who finds some success in the Hollywood movie industry; it will stimulate (heheh he said stimulate) any young man's imagination as he transports himself into the lead role during his most fantastical daydream.<br /><br />As an older gentleman, my only excuse for watching so many episodes is a curiosity as to whether the script will mature into a more socially significant structure. So far it hasn't ... but not everyone is looking for significant. Glitz and hot women can overcome a poor script in a heartbeat. I may soon move on to other fair. If you're over 18, give it a shot.",0
kids loved it,1
Interesting think piece,1
"An interesting premise, but drawn out and stilted.",0
"I'm glad you asked.  I saw the other two Wallanders, the British one (Kenneth Branagh) and  the Swedish one (Krister Allan Henriksson)<br />I really loved them.  So I wanted to see this Wallander. UGH!  I don't think it was necessary to put in some porn.  Unnecessary.  It didn't add<br />anything to the story.  I saw the series 1 and refuse to see the others.",0
"This is not an educational show, it's just an old-fashioned cartoon and my 5 year old grandson can't stop watching",1
"Very poorly done.  Perhaps a good idea, but not executed well.<br />This video is a bad series of talking heads, none of whom have the time to flesh out what they have to say.  The doctors on the panel are probably quite smart and very sincere, but they are poorly used.<br /><br />The world could use some good &#34;how to beat (type 2) diabetes&#34; videos.<br />This is not it.",0
"Had won several sundance awards, so is reason started to watch.  I should learn that Asian Crush films are not to my liking.",0
A little predictable and a little slow in spots.  Glad we didn't see it in theaters.,0
"To me, this is one of the best seasons. It really ended playing an almost &#34;good vs. evil&#34;. Certain characters seemed as though they would be insignificant and yet made for an entertaining event. The reunion show illustrated that it was not simply a matter of editing but that some of these characters truly were just as you saw them in each episode. The challenges were well crafted and Gabon made for a beautiful setting.",1
Not worth watching...strange movie<br />Robin Williams great as as always,0
"Hesitant about coming of age stories generally, and it started in a pretty textbook fashion, but there were enough twists, and substance to win me over.  A slow pace, but I was glad I watched.",1
"Good spooky show…fairly formulaic but not so predictable as to be boring…you know what's coming, but instead of saying &#34;This is stupid&#34; and turning it off, you find yourself saying &#34;Don't do that, don't do that&#34;…that, and creepy puppets…ughhh",1
Silly movie.  Everyone cheating on everyone.  I expected more.,0
Entertaining,1
Highly recommend this video to anyone interested in bicycle touring or nature in general. Beautiful scenery from the tip of Texas to the Arctic Circle. Also narrator provides interesting tidbits regarding wild America and tips on what to pack for a bicycle tour. Never a dull moment.,1
Deep real life issues of addiction are comforted by William Banks and his crew. The characters are engaging and deep. The only thing that disappointed me was that A & canceled it after two seasons. Shame on them.,1
"Gripping, visually first-class and totally underrated...",1
Stupid unrealistic movie,0
An interesting telling of the emperor Nero though I did not like the major historical changes that they made to his story to enjoy the plot. Though it does show the problems between Nero and Agrippina it does not truly show how his mother was dispatched. Overall it was fine but the inaccuracies made it not as good as it could have been.,0
"I knew from the preview what this was going to be, but I was tricked by all the reviews into believing that this would actually have something worthwhile and interesting. This movie was terrible. If you are a lonely, intellectual or psuedo-intellectual, who dreams of a silent, androgynous-looking sex machine you can abuse emotionally to get back at all the women who rejected you, then this movie will probably be very thought-provoking (and by thought-provoking, I just mean fantasy-fulfilling). If you enjoyed this, I recommend that you learn to love and accept yourself (as you are, not as the God-like, rich, &#34;brilliant&#34;, weirdo that you dream of being) and forgive the women who were mean to you. Good luck to all who enjoyed this movie. I sincerely hope you find peace and true happiness, my friends.",0
Good flick,1
Not scriptural at all.,0
My children and I love this movie! It has a genuine old school vibe with all the music they played at the skating rink when I was younger. All the actors played their roles well. In my opinion this was an excellent family &#34;feel good&#34; movie!,1
Dinesh D'Souza clarifies the deceptive nature of Obama by bringing to light Obama's need for self-aggrandizement.,1
"Nodding acquaintance of S.S. from t.v. Really hoped to like this, but, alas, just not funny. Don't mind crudity, but in the service of something. like actual humor.",0
"If it can't be brought, then don't believe the hype. Do your research well before you try to buy. Your only gonna to get hopes up for something that's not attainable.",0
"Cool, its as simple as that.",1
"Romanticized story about a brilliant (according to the script), self-destructive addict. Keeps your interest but the devastation of addiction - to the addict and those who love him - is presented as a necessary, worthwhile suffering means to an end. The implication is the partner would not have acted, in the end, as he did without the impetus of tragedy.",0
It's good,1
"I thought this product would have more letter review work involved, but it's more of a cartoon than educational tool.",0
Very good films,1
mystery...gripping your seat....,1
Grandkids enjoyed it.  Thanks!,1
The way the story builds slowly and then wraps everything up at the end is great.  Classic British humor.,1
Quirky with dark humor.,1
Love the actors and as a love story about 'space nerds' it would have been ok. But the Bill Murray take over the world plot was ridiculous and unnecessary. Tried to be too many things to too many people....,0
"Good family movie.  It's fairly long, making it a little tough for kids with a short attention span.",1
"It should be top priority in our nation to educate our young minds on the reprecussions of all forms of bullying. Adidas Deck illustrates the point of view of cyber bullying and it's ill effects. The video demonstrates the understanding of this complex problem and presents a video in a smart, mature, and safe way for youngsters to watch. Kudos to the makers and thank you for addressing this subject!",1
The description of this film sounded intriguing....the movie was not....it is painfully slow....boring despite the cast and the possibilities. Lost my attention and soon my curiosity.... wasted my time....save yours....skip  this disaster!,0
"Very good movie, we enjoyed it.",1
Interesting adaptation of the Stephen King novel. Jack Nicholson was superb!,1
Best movie ever,1
"This was such a surprise.  Silly, funny good feeling movie",1
