Text,Type
Possess good work ethics,SKILLS
excellent communication and interpersonal skills,SKILLS
very keen to learn new technologies,SKILLS
Effective in working independently as well as collaboratively,SKILLS
developing quick POC alternatives as per the new technology needs,SKILLS
analyze the performance and maintenance aspect,SKILLS
Highly motivated,SKILLS
dependable trouble shooter,SKILLS
possess good analytical and problem-solving techniques,SKILLS
conceptualization,SKILLS
Microsoft Technologies,SKILLS
leading from the front,SKILLS
performance assessment,SKILLS
induction ,SKILLS
compensation management,SKILLS
employee welfare planning,SKILLS
employee retention,SKILLS
employee motivation,SKILLS
grievance handling,SKILLS
time office management,SKILLS
office administration,SKILLS
outstanding communication,SKILLS
relationship management skills,SKILLS
HR (9 years),SKILLS
COMPENSATION (1 year),SKILLS
RECRUITMENT (1 year),SKILLS
DETAIL ORIENTED (Less than 1 year),SKILLS
DOCUMENTATION (Less than 1 year),SKILLS
Performance Management,SKILLS
Recruitment &amp; Retention,SKILLS
Training &amp; Development,SKILLS
HR Policies &amp; Procedures,SKILLS
Employee Exit,SKILLS
"On-boarding, Orientation &amp; Induction",SKILLS
Employee Counselling,SKILLS
Attendance &amp; Leave Management,SKILLS
Team Building and Morale building,SKILLS
Process Documentation,SKILLS
Payroll &amp; Compensation,SKILLS
Microsoft Project,SKILLS
Lotus,SKILLS
outlook ,SKILLS
Analytical ,SKILLS
Critical thinking,SKILLS
Compliant ,SKILLS
Hardworking,SKILLS
Logical,SKILLS
Work Ethic,SKILLS
"➢ Short listing the resumes as per the requirements based on Skills, Projects and Educational",SKILLS
Jr. ASP.NET Developer,SKILLS
"Frameworks (C#) 4.0, 4.5",SKILLS
Infrastructure.Project Management,SKILLS
verbal ,SKILLS
motivational skills,SKILLS
CA Introscope Workstation,SKILLS
TIBCO,SKILLS
Oracle Database,SKILLS
Project Coordination process,SKILLS
multi-tasking,SKILLS
Remedy 7.6,SKILLS
REMEDY (3 years),SKILLS
CLARIFY (Less than 1 year),SKILLS
EXCEL (Less than 1 year),SKILLS
MS OFFICE (Less than 1 year),SKILLS
OUTLOOK (Less than 1 year),SKILLS
SRMS Remedy V6 (Advanced),SKILLS
Remedy V7.4 (Proficient),SKILLS
"Remedy 7.5,",SKILLS
Computer Basics,SKILLS
Adaptable ,SKILLS
Enthusiastic ,SKILLS
excellent communication skills,SKILLS
Catalogues,SKILLS
Manual expenses,SKILLS
Fringe benefit tax,SKILLS
Oracle application,SKILLS
organization offers professional growth,SKILLS
 grasping power,SKILLS
implement learned knowledge in desired areas,SKILLS
sets &amp,SKILLS
perform well under pressure,SKILLS
Project Planning Scheduling and Implementation,SKILLS
Team building and mentoring,SKILLS
Presentations,SKILLS
SAP Business objects XIR2,SKILLS
XI 3.1,SKILLS
BI4.0,SKILLS
BI4.1,SKILLS
Business Objects,SKILLS
Cognos repositories,SKILLS
Tableau Administration,SKILLS
CMC,SKILLS
Universe Designer,SKILLS
Desktop Intelligence,SKILLS
Infoview/BI Launch pad,SKILLS
Web Intelligence,SKILLS
SAPBI 4.0/4.1 CMC,SKILLS
UDT,SKILLS
IDT,SKILLS
BI Launch Pad,SKILLS
WebI Rich Client,SKILLS
UMT,SKILLS
LCM,SKILLS
XIR2,SKILLS
XI3.1,SKILLS
SAPBI 4.0,SKILLS
Upgrade Management Tool (UMT),SKILLS
leadership skills,SKILLS
versatile ,SKILLS
Wintel,SKILLS
Data protection,SKILLS
Database team,SKILLS
Written Communication Skills,SKILLS
Articulation Skills,SKILLS
Tracking performances of the team members,SKILLS
Monitoring Queue,SKILLS
Allocating Agents to different queues,SKILLS
Preparing Reports,SKILLS
Process improvements initiatives,SKILLS
training sessions on Gameplay,SKILLS
Handling Supervisor tickets,SKILLS
Lead compensations and Audits,SKILLS
Addressing Customers Billing Inquiries,SKILLS
Assisting Clients over Email,SKILLS
CRM tool experience in Supporting,SKILLS
Reports generation,SKILLS
Handled Escalations from Customers,SKILLS
AMADEUS,SKILLS
GALILEO,SKILLS
Airline and Travel Management,SKILLS
Self Confidence,SKILLS
Flexibility,SKILLS
Always try to overcome Weakness,SKILLS
Purchase,SKILLS
Effective communications,SKILLS
time management ,SKILLS
results-oriented,SKILLS
 team player,SKILLS
 hardworking,SKILLS
willing to take up challenging assignments.,SKILLS
Project Leading,SKILLS
Resource Utilization,SKILLS
Workforce management,SKILLS
SIX Sigma and Lean,SKILLS
UK-IPSWICH,SKILLS
Oracle PL,SKILLS
good interpersonal skills,SKILLS
Mentoring ,SKILLS
Offshore Leadership,SKILLS
Service Delivery Management,SKILLS
Relationship Management,SKILLS
Service Recovery Management,SKILLS
 Problem Management,SKILLS
Managing stake holders,SKILLS
Oracle Database Migration,SKILLS
Application Migration,SKILLS
VDC Migration,SKILLS
"C,",SKILLS
Ability to support and sustain a positive work environment that fosters team performance with,SKILLS
"excellent interpersonal, communication and organizational skills with demonstrated",SKILLS
Senior Professional Technology Analyst,SKILLS
Associate consultant ,SKILLS
Frontend HTML,SKILLS
Middleware MVC,SKILLS
Database SQL Server,SKILLS
Oracle Content Migration tools Metalogix and Sharegate,SKILLS
Automation PowerShell and VSTS,SKILLS
OS Windows XP,SKILLS
Marketing ,SKILLS
Informatica Power center ETL Tool,SKILLS
systems analysis,SKILLS
Oracle Pl/Sql (6 years),SKILLS
Facets (3 years),SKILLS
Hadoop (1 year),SKILLS
healthcare (4 years),SKILLS
Informatica (6 years),SKILLS
Informatica Power Center,SKILLS
Facets application,SKILLS
Hibernate ,SKILLS
Factory,SKILLS
Façade,SKILLS
Observer ,SKILLS
CSS &amp,SKILLS
Oracle SQL Database,SKILLS
HRMS processes,SKILLS
Dynamic Memory Management,SKILLS
Apache pig,SKILLS
hive ,SKILLS
map reduce,SKILLS
Spark ,SKILLS
Big Data analysis,SKILLS
HRMS ,SKILLS
SQL scripts,SKILLS
HRMS Application database,SKILLS
IMSDB,SKILLS
IMSDC,SKILLS
Test Engineer,SKILLS
Testing Executive,SKILLS
E-publisher ,SKILLS
easeandefficiency,SKILLS
Pleasantandeffectivecustomerservice,SKILLS
managementskills,SKILLS
FluentinEnglish,SKILLS
MalayalamLanguages,SKILLS
StrongunderstandingofMicrosoftOffice,SKILLS
C++(98/11),SKILLS
TotalView Debugger,SKILLS
Microsoft SQL Server,SKILLS
IBM DB2,SKILLS
Quick learner and self motivated,SKILLS
Good Communication Skills and Personality,SKILLS
IT,SKILLS
Hardware,SKILLS
Desktop Engineer,SKILLS
Microsoft Certified Professional,SKILLS
Microsoft Windows Server,SKILLS
Installation of the Server and Client infrastructure,SKILLS
 Microsoft Windows,SKILLS
Win XP,SKILLS
User administration,SKILLS
File server administration,SKILLS
Disk quota management,SKILLS
network support,SKILLS
Hardware Maintenance,SKILLS
Internet Connection Sharing,SKILLS
Routing services,SKILLS
Data Backups and Restoration,SKILLS
 NTFS Security,SKILLS
 Print Server,SKILLS
printer administration,SKILLS
Software installation,SKILLS
updating system patches,SKILLS
" Setup, configure small LAN",SKILLS
Patch management,SKILLS
System maintenance,SKILLS
LAN/WAN network services,SKILLS
audits of systems and software,SKILLS
 Configure and manage and Troubleshooting of Design software,SKILLS
AutoCAD,SKILLS
Pro-E,SKILLS
Solid works,SKILLS
Catia,SKILLS
AutoCAD LT.,SKILLS
Desktop support,SKILLS
active directory ,SKILLS
MICROSOFT: Windows server 2008,SKILLS
Build Windows Active Directory,SKILLS
DHCP Management,SKILLS
User Management,SKILLS
 File System Management,SKILLS
"Hardware/Software Installation, configuration and Management",SKILLS
File System Management,SKILLS
Microsoft Certified Windows server 2008,SKILLS
Professional Credentials and Abilities,SKILLS
Java/J2EEWeb,SKILLS
Java 1.7,SKILLS
Subversion 1.8,SKILLS
Ant 1.9.4,SKILLS
GIT 2.1,SKILLS
Puppet,SKILLS
Jira 6.3,SKILLS
MY SQL,SKILLS
Monitoring the problems,SKILLS
Solving the problems of End User,SKILLS
Generating reports of escalations,SKILLS
Ensuring the Quality checks,SKILLS
Timely Delivery of resolutions,SKILLS
proper knowledge of GST Documents,SKILLS
Ensuring SLA adherences,SKILLS
ensuring Companies Regulations,SKILLS
Provisions.,SKILLS
inter personal skills,SKILLS
Confidence,SKILLS
Presentation skills,SKILLS
"recruitment, (1 year)",SKILLS
G4S Security,SKILLS
fire training,SKILLS
Quality Analyst,SKILLS
Designing,SKILLS
Leading a team,SKILLS
UI testing,SKILLS
Programming Languages: Java 7,SKILLS
Web Centric Tech: JDBC,SKILLS
Framework: Spring Version 3.2,SKILLS
"Database: SQL, MONGO DB",SKILLS
IDE: Eclipse,SKILLS
Tools: Hp-QC,SKILLS
.NET Framework […],SKILLS
.NET Framework,SKILLS
MVC 4/5,SKILLS
team leader,SKILLS
problem-solving,SKILLS
trouble-shooting,SKILLS
MVC4,SKILLS
MS-SQL 2012,SKILLS
ASP (1 year),SKILLS
ASP.NET (1 year),SKILLS
MS ASP (1 year),SKILLS
.NET (1 year),SKILLS
ENGINEER (Less than 1 year),SKILLS
"MS Visual Studio 2015,",SKILLS
CSS 3.0,SKILLS
"MS Word,",SKILLS
Ecllipse,SKILLS
C programming basics,SKILLS
mind skills,SKILLS
BUYING,SKILLS
BUYING/PROCUREMENT,SKILLS
SQL SERVER ,SKILLS
CASH,SKILLS
 Test Planning,SKILLS
"Scrum, Waterfall",SKILLS
Data analysis and Data engineering,SKILLS
Client DW/BI ,SKILLS
Star Performer,SKILLS
Consultant (Technology),SKILLS
"• PaaS skills: Pivotal cloud foundry, Redhat OpenShift",SKILLS
"• DevOps Skill: Jenkins, Maven, SonarQube, Teamcity, Octopus, JFrog, Nexus",SKILLS
typing speed 25 wpm,SKILLS
Good decision making,SKILLS
zeal to learn new things,SKILLS
Platform,SKILLS
Drivers,SKILLS
performing analytical and logic building functions to provide feasible solutions to problems,SKILLS
interpersonal coordination and communication,SKILLS
 leading,SKILLS
training teams,SKILLS
Data communication -Multi Service Transport Network Controller Cards,SKILLS
Ethernet Routing Switch,SKILLS
 trained and certified in the areas like Interpersonal Effectiveness,SKILLS
Client Interfacing,SKILLS
Skills,SKILLS
Cross Cultural Skills,SKILLS
Release Planning,SKILLS
Work assignment,SKILLS
Follow up,SKILLS
 bug scrub for customer,SKILLS
Bug scrub Meetings with the team,SKILLS
Milestone Report Preparation,SKILLS
Metrics Report Preparation,SKILLS
OPS Review Report Preparation,SKILLS
Meetings with customer,SKILLS
OPS Preparation,SKILLS
TL9K Audit,SKILLS
Defect Prevention,SKILLS
Analysis Report,SKILLS
CM Audit,SKILLS
Macro and VB scripting and CQ queries for button click report generation SRIDEVI RAO H,SKILLS
Handling a team of 18 FTE’s,SKILLS
Providing training to new joiners,SKILLS
Business performance reporting,SKILLS
Case management,SKILLS
Escalations handling,SKILLS
CCSS Rep,SKILLS
communicating,SKILLS
want to integrate the CRM,SKILLS
Decision matrix,SKILLS
EDD,SKILLS
CDD,SKILLS
credit risk assessment,SKILLS
KYC,SKILLS
credit risk analysis,SKILLS
Portfolio Management,SKILLS
Team collaboration,SKILLS
JAVA 8 applications for Login Credentials with DB connectivity,SKILLS
Client relationship management ,SKILLS
"MS-CIT Course passed with 74 % (Microsoft-word, Excel, and Power-point)",SKILLS
Diploma in Financial Accounting with tally 9 Erp. (87%),SKILLS
MICROSOFT ACCESS,SKILLS
Windows […],SKILLS
ability to interact with individuals,SKILLS
maintains cordial relationship with project manager and team members,SKILLS
Supervised junior developers,SKILLS
provided technical assistance,SKILLS
" Installation, Configuration, Maintenance and Administration of Red Hat Enterprise 5/6",SKILLS
Managing User Administration,SKILLS
Creating new file systems through LVM,SKILLS
Installation of software packages using RPM and YUM,SKILLS
Raid configurations,SKILLS
Cron jobs scheduling,SKILLS
ACL implementation on user and groups,SKILLS
Network configurations assigning IP address in Static and DHCP,SKILLS
Apply Sticky bits on files and directories,SKILLS
RHEL booting process,SKILLS
Creation Symbolic links,SKILLS
Windows XP/7/8 User,SKILLS
System Administrator,SKILLS
Firewall Configuring and Surveillances,SKILLS
Networking and Traffic managing,SKILLS
Video Capturing and Editing (Corel Studio),SKILLS
Dslr camera,SKILLS
Two/Four Vehicles Driving,SKILLS
Microsoft technology Associate,SKILLS
Black-Box,SKILLS
Internet Browsing,SKILLS
Member of Volleyball Team,SKILLS
creative problem solving skills,SKILLS
dynamics ax technical consultant,SKILLS
x++,SKILLS
Microsoft DPM,SKILLS
Symantec Backup Exec,SKILLS
Backup & Restoration,SKILLS
Providing Technical,SKILLS
Functional and Operational Support to users in the implementation,SKILLS
Software Applications & Installation,SKILLS
Backup Libraries and Server's,SKILLS
Providing support for the process such as Incident/Problem/Service Request/Change,SKILLS
Providing training,SKILLS
technical advice,SKILLS
direction to other members of the team,SKILLS
Managing the Backup infrastructure to ensure all Service Level Agreements are met,SKILLS
Managing and creating different types of the policies for the Backup jobs,SKILLS
" Monitoring daily Backup status, handling tape changes, troubleshooting of tape libraries",SKILLS
"drives, restoration of missing files/directories and other Backup related activities",SKILLS
DR restoration on a monthly basis for mission critical Servers and checking the data integrity,SKILLS
Creating and maintaining process and procedures run book for data center processes,SKILLS
Maintaining Backup data for a 24×7 office,SKILLS
 offsite storage vendors for tapes,SKILLS
organize and schedule tasks as per realistic actions plans,SKILLS
 work independently in a demanding environment,SKILLS
"Report Generation - Daily, weekly and monthly reports on Major Incidents",SKILLS
"Configuration, Installation and Troubleshooting of Microsoft Data Protection Manager",SKILLS
"installing DPM and Central Console, upgrading, repairing, and uninstalling",SKILLS
"DPM protection agent, and setting up protection for computers, servers, and workloads",SKILLS
Troubleshooting DPM errors and issues,SKILLS
 Backup and Restore failures on Windows,SKILLS
CPU/Memory/Disk Utilization for Critical Platforms/Server's,SKILLS
C#.NET.,SKILLS
 Microsoft SQL-SERVER 2005/8,SKILLS
MS-ACESS,SKILLS
Environment Visual Studio 2008/2010,SKILLS
Core Java Developer,SKILLS
Languages Core Java,SKILLS
Go Lang,SKILLS
SQL programming,SKILLS
Sales Force Developer with APEX,SKILLS
Algorithms,SKILLS
Data Structures & Algorithms,SKILLS
Sales Force with APEX,SKILLS
RADTool,SKILLS
OC4J,SKILLS
"Oracle FLEXCUBE Versions 10.x, 11.x and 12.x",SKILLS
Microsoft products,SKILLS
Fast and keen learner.,SKILLS
Works well within a team,SKILLS
independently,SKILLS
high adaptability,SKILLS
Good Communications,SKILLS
SNOW,SKILLS
RPD,SKILLS
connectivity,SKILLS
disc space,SKILLS
servicesSPN creation and deletion,SKILLS
DORA process,SKILLS
Active directories,SKILLS
FSMO roles,SKILLS
Forests ,SKILLS
domains,SKILLS
portioning,SKILLS
static ,SKILLS
dynamic IP,SKILLS
work in team,SKILLS
analytical and critical thinking,SKILLS
TALLY MICROSOFT DYNAMIC OPARATER MICIT,SKILLS
Server Management,SKILLS
Basic Web content management,SKILLS
Desktop/Notebook management,SKILLS
IT consultancy,SKILLS
Data management,SKILLS
Software management,SKILLS
Vendor development,SKILLS
Microsoft Office Suite - Expert,SKILLS
Intermediate SQL,SKILLS
AUDITING (Less than 1 year),SKILLS
CFA (Less than 1 year),SKILLS
DERIVATIVES (Less than 1 year),SKILLS
FINANCIAL ANALYST (Less than 1 year),SKILLS
FINANCIAL STATEMENT ANALYSIS (Less than 1 year),SKILLS
ITES,SKILLS
Banking and Project Management operations,SKILLS
PMO Analyst ,SKILLS
PBS ,SKILLS
ECMS ,SKILLS
ALCON,SKILLS
IPM+,SKILLS
MSA,SKILLS
Instrument Data Strategy and Analytics Create new securities,SKILLS
database based on Securities Data provider,SKILLS
FOS,SKILLS
Martini,SKILLS
Julius,SKILLS
Ransom ,SKILLS
Global 1,SKILLS
Manual ,SKILLS
QA Analyst,SKILLS
knowledge in Energy,SKILLS
(Petroleum),SKILLS
preparation of Test Scenarios,SKILLS
Preparing Test Data,SKILLS
Accessibility testing,SKILLS
SDLC ,SKILLS
Severity ,SKILLS
formation evaluation,SKILLS
production management,SKILLS
AUT ,SKILLS
Career Contour,SKILLS
Security incident and event management,SKILLS
Network Security,SKILLS
Arc sight,SKILLS
SIEM,SKILLS
McAfee ESM,SKILLS
SQL.,SKILLS
Java Server Pages,SKILLS
Adobe Flex,SKILLS
Advanced Data Grids,SKILLS
Charts,SKILLS
Oracle 9i,SKILLS
j2me,SKILLS
MSSQL,SKILLS
Application Developer,SKILLS
ADF & MVC,SKILLS
JAWS Reader,SKILLS
jiras,SKILLS
IA plugin,SKILLS
java servlet,SKILLS
Capable,SKILLS
can adapt to New Surroundings,SKILLS
Face Challenges with confidence,SKILLS
give my best shot under Stressful situations,SKILLS
accept responsibilities,SKILLS
give best performance to complete the given work efficiently,SKILLS
take up challenging jobs,SKILLS
work as a team,SKILLS
positively accept my Mistake,SKILLS
simple finance,SKILLS
SAP's ASAP Methodology,SKILLS
configuration in SAP,SKILLS
problem-solving capabilities,SKILLS
logical assumptions,SKILLS
factual information,SKILLS
FI,SKILLS
MM,SKILLS
SD,SKILLS
data uploading tolls,SKILLS
writing validation,SKILLS
substitution,SKILLS
strong problem solving skills,SKILLS
Financial Accounting,SKILLS
General Ledger Accounting FI-G/L (New GL),SKILLS
Accounts Payable-FI-A/P,SKILLS
Accounts Receivable FI-A/R,SKILLS
FI/CO Consultant,SKILLS
SAP FICO,SKILLS
SAP FICO Consultant,SKILLS
Core-Team Training,SKILLS
Automatic Payment Program,SKILLS
Ticketing tool,SKILLS
ASAP methodology,SKILLS
WRICEF elements,SKILLS
SAP customizing,SKILLS
 ITIL Expert,SKILLS
 Pingdom,SKILLS
Trained in .Net technology.,SKILLS
Took care of site creation in the Share Point technology.,SKILLS
"Experienced in using SmartSVN, TortoiseSVN, DB Visualiser",SKILLS
B E in Production Engineering,SKILLS
"Velammal Engineering College -  Chennai, Tamil Nadu 2016",SKILLS
"Tamil Nadu Board Of Education -  Rajapalaiyam, Tamil Nadu 2012",SKILLS
Destructive Testing (Less than 1 year),SKILLS
FORGE (Less than 1 year),SKILLS
Non-Destructive (Less than 1 year),SKILLS
"Non-Destructive Testing (Less than 1 year),",SKILLS
quality control (Less than 1 year),SKILLS
Strength of materials,SKILLS
Engineering statistics and quality control,SKILLS
"Attended in-plant training on security division at ""Minda Corporation Limited"", Chennai.",SKILLS
"Attended in-plant training in ""BHEL"", Ranipet.",SKILLS
"Attended workshop on ""Aero Modeling"" conducted at Consto UAV Technologies",SKILLS
"Attended workshop on ""Non-Destructive Testing"" conducted at Velammal engineering College, Chennai.",SKILLS
Ability to quick grasp the concepts,SKILLS
 Consistent,SKILLS
"analytical, logical ability",SKILLS
Domain - Retai,SKILLS
 DB2,SKILLS
z/OS,SKILLS
DFSORT,SKILLS
CA-7,SKILLS
Effective Communication,SKILLS
Zeal to learn,SKILLS
Analytical and Problem Solving ,SKILLS
Microsoft Azure SQL DW,SKILLS
SQL Server 2016,SKILLS
Power BI dashboard,SKILLS
Rest API,SKILLS
Product Management,SKILLS
Scrum Product Owner,SKILLS
CITA,SKILLS
SQL Server BI,SKILLS
.Net App Development Projects,SKILLS
API / Framework,SKILLS
Windows phone apps,SKILLS
Performance Testing engagements,SKILLS
Test Lead,SKILLS
Visual Studio 2012,SKILLS
Microsoft Test Manager 2012,SKILLS
Test Automation using Coded UI,SKILLS
Unit Test Framework,SKILLS
Performance testing using Visual Studio 2012,SKILLS
2005,SKILLS
SSAS,SKILLS
SQL Server PI,SKILLS
QTP 8.2,SKILLS
TFS 2012,SKILLS
Loadrunner 8.0,SKILLS
SQL Navigator,SKILLS
Project Management and Software Support,SKILLS
SAP Security Consultant,SKILLS
Technical analyst,SKILLS
AGR*,SKILLS
USR*,SKILLS
PFCG,SKILLS
Administration,SKILLS
User reports,SKILLS
Authorization objects,SKILLS
Remediation,SKILLS
Quicksilver,SKILLS
Maria DB,SKILLS
Power pack creation,SKILLS
Sprint,SKILLS
Splunk reports,SKILLS
 requirement gathering,SKILLS
Event generating,SKILLS
Syslog,SKILLS
Scrum Works,SKILLS
problem-solve,SKILLS
resolution,SKILLS
 Splunk,SKILLS
SPL command,SKILLS
Splunk programming language,SKILLS
Unit Testing ,SKILLS
EM7 platform,SKILLS
 SQL,SKILLS
oracle Toad,SKILLS
INFOVISTA,SKILLS
 MS-Excel,SKILLS
PPT,SKILLS
MS-Excel,SKILLS
 PPT,SKILLS
MS-Outlook,SKILLS
HDL,SKILLS
UART,SKILLS
FSM based designs,SKILLS
AMBA protocol,SKILLS
Libreoffice,SKILLS
Leading ,SKILLS
managing teams,SKILLS
Power Shell,SKILLS
Linux family,SKILLS
Redhat Linux,SKILLS
Websphere MQ,SKILLS
Configuring Automated Mail handlers,SKILLS
learn new technologies,SKILLS
Highly motivated with very good problem solving,SKILLS
excellent in multitasking,SKILLS
prioritizing the work,SKILLS
decision making skills,SKILLS
Ability to work in pressurized situation,SKILLS
learn new skills,SKILLS
DHCP (Less than 1 year),SKILLS
DNS (Less than 1 year),SKILLS
LAN (Less than 1 year),SKILLS
MS exchange,SKILLS
Lotus client,SKILLS
LAN/WAN,SKILLS
Operational Analyst,SKILLS
SQL Database Administration,SKILLS
System Analysis,SKILLS
MS SQL Servers,SKILLS
"Manual Testing, Selenium (Selenium IDE, Selenium Web Driver), Eclipse IDE.",SKILLS
"C, Core Java",SKILLS
HPQC ,SKILLS
testing and scripting on L2/L3 ,SKILLS
Networking Protocols L2,SKILLS
L3 protocols,SKILLS
Manual,SKILLS
Performance,SKILLS
Regression,SKILLS
python scripting,SKILLS
PYATS framework,SKILLS
IPv4,SKILLS
Ethernet,SKILLS
Automation in Python,SKILLS
QDDTS,SKILLS
GNS3,SKILLS
IXIA,SKILLS
SPIRENT,SKILLS
PAGENT,SKILLS
ETHECHANNELSTP,SKILLS
MULTICAST,SKILLS
Tcl/TK,SKILLS
Senior project engineer,SKILLS
L2/L3,SKILLS
SIP200,SKILLS
SIP400,SKILLS
SIP600,SKILLS
ES+,SKILLS
ES20,SKILLS
GIG,SKILLS
TenGig Lancards,SKILLS
IXIA Traffic generators,SKILLS
(SOA) Languages,SKILLS
SQL (Oracle DB),SKILLS
VB Scripting,SKILLS
Test Scenario,SKILLS
Test Case Preparation,SKILLS
Test Case Execution,SKILLS
Middleware Testing,SKILLS
SQL Server 2008/2005,SKILLS
Connectivity ODBC,SKILLS
Distributed Computing Web Services,SKILLS
Modelling Tools Microsoft Vision,SKILLS
Uft/qtp,SKILLS
alm/qc,SKILLS
service vitualization,SKILLS
Oracle DB (Oracle 11g),SKILLS
service virtualization using HP SV tool,SKILLS
.Net Testing,SKILLS
QA ,SKILLS
ESTIMATION ,SKILLS
AMDOCS ,SKILLS
Telecommunications and IPTV Systems,SKILLS
Insight ,SKILLS
HDM ,SKILLS
" AMDOCS-Ordering, Billing - Product Catalog",SKILLS
IBM - TOCP,SKILLS
MediaFirst TV3 platform,SKILLS
Software Testing and Defect Management ,SKILLS
 Lead to Order and Order to Cash Management,SKILLS
Service Provisioning and Activation ,SKILLS
Proficiency in MS Office,SKILLS
Knowledge of OSI ,SKILLS
IP architecture,SKILLS
Knowledge of Routing Protocols,SKILLS
Knowledge of Virtual Private Network,SKILLS
Installing,SKILLS
configuration ,SKILLS
Troubleshooting of Operating System,SKILLS
Configuring ,SKILLS
Troubleshooting Microsoft outlook in Blackberry,SKILLS
iPhone ,SKILLS
iPad,SKILLS
Configuring Group Policies in Domain,SKILLS
Work Group Environment,SKILLS
Create,SKILLS
modify ,SKILLS
Manage User Account,SKILLS
Creating Folder groups in File Server,SKILLS
providing Network folder access,SKILLS
Troubleshooting Wireless Network,SKILLS
Installing ,SKILLS
Configuration of VPN clients,SKILLS
Workgroup ,SKILLS
Domain level security policies,SKILLS
Migration ,SKILLS
Up gradation of Server,SKILLS
Desktops,SKILLS
Installation ,SKILLS
Troubleshooting of Symantec Endpoint Antivirus,SKILLS
Troubleshooting of Avecto Defend point client,SKILLS
Managing ,SKILLS
Scanner,SKILLS
Fax,SKILLS
Configuring,SKILLS
Troubleshooting SCCM on End user machines,SKILLS
1st Level troubleshooting,SKILLS
escalate as appropriate issue to warranty Vendors,SKILLS
 Maintain Inventory of all warranty,SKILLS
AMC assets,SKILLS
Maintain an Inventory of parts for emergency repairs,SKILLS
Coordinate with vendors,SKILLS
Working on Web Tickets Tools,SKILLS
Handling Escalation,SKILLS
Severity for Incidents,SKILLS
Server Support Engineer,SKILLS
Server Support Engg.,SKILLS
Swimmer,SKILLS
Table Tennis,SKILLS
Lawn Tennis,SKILLS
.NET application Maintenance,SKILLS
do the code changes,SKILLS
RBS W&G Proving testing,SKILLS
Software Test Engineer,SKILLS
Sanity testing,SKILLS
QA tools,SKILLS
Coding and modularization,SKILLS
Technical specifications creation,SKILLS
System backups,SKILLS
Sql server 2005,SKILLS
System upgrades,SKILLS
Excellent problem-solving abilities,SKILLS
Dedication,SKILLS
A+ Grade,SKILLS
Code Push down,SKILLS
CDS view and it's consumption in ABAP.,SKILLS
ADBC connectivity,SKILLS
DML syntaxes,SKILLS
"Windows XP,",SKILLS
Windows 10 OS,SKILLS
Spring 4 & Struts 2,SKILLS
"Java Script,",SKILLS
Ajax &JQuery,SKILLS
"Automation Testing (REST API, Service Virtualization)",SKILLS
Scripting (SQL),SKILLS
S,SKILLS
APM (Amdocs Process Manager),SKILLS
HP-ALM (QC),SKILLS
 Django,SKILLS
 AngularJS,SKILLS
"Shell Script,",SKILLS
trustworthy ,SKILLS
Supportive ,SKILLS
Good listening,SKILLS
Creating Widgets in dojo,SKILLS
Enhancement of existing widget,SKILLS
Handling REST calls,SKILLS
Writing Test cases,SKILLS
developing the Datagrid UI component in DOJO,SKILLS
Front end enhancements for the Core product,SKILLS
Discussing and finalizing the end UI screens with Functional and Design teams,SKILLS
Writing front end and back end validation routines,SKILLS
Regression testing for menus using Service Testing Framework,SKILLS
front end enhancement for Core product,SKILLS
Bug Fixing,SKILLS
Core,SKILLS
vibrant ,SKILLS
stable environment,SKILLS
oral ,SKILLS
conceptual ,SKILLS
Effective interpersonal,SKILLS
Cookbooks,SKILLS
Chef Kitchen,SKILLS
Burks file,SKILLS
Metadata,SKILLS
UDeploy ,SKILLS
Componenets,SKILLS
Resources ,SKILLS
Jenkins ,SKILLS
Apache webservers,SKILLS
WebLogic ,SKILLS
Wily introscope,SKILLS
SEV1,SKILLS
SEV2,SKILLS
SEV3 ,SKILLS
SEV4,SKILLS
INFRA,SKILLS
Managenow,SKILLS
WebLogic Utility,SKILLS
Stage,SKILLS
No Stage,SKILLS
External stage,SKILLS
Version Control Tools,SKILLS
"Subversion(SVN),GIT",SKILLS
Web/Appservers,SKILLS
Continuous Integration Tools,SKILLS
Apache HTTP Server 2.4,SKILLS
Jenkins 1.6,SKILLS
Windows servers […],SKILLS
Windows XP/7,SKILLS
AWS (1 year),SKILLS
CHEF (1 year),SKILLS
Linux (2 years),SKILLS
Oracle Lease and Finance Management,SKILLS
Purchasing,SKILLS
RDBMS Oracle […],SKILLS
Discoverer Admin/Desktop/Plus/ Viewer,SKILLS
energetic,SKILLS
hardworking ,SKILLS
very good communication,SKILLS
HR (10+ years),SKILLS
SAP (10+ years),SKILLS
APPRAISAL (Less than 1 year),SKILLS
BUYING/PROCUREMENT (Less than 1 year),SKILLS
SAP HR Module,SKILLS
SAP Technologies HR and Administration Functional Module,SKILLS
Database FOXPRO 6.22,SKILLS
MS-Dos […],SKILLS
"MS OFFICE 2007, 2008 & 2010",SKILLS
First Aid ,SKILLS
Fire Fighting,SKILLS
Motivational ,SKILLS
SAP - HR Module,SKILLS
A computer expert with hardware and software grab,SKILLS
Administration and Back-end handling (Technical) on overall basis of the Branch,SKILLS
Convincing people tactfully so as to make the company an option for the user,SKILLS
Server administration,SKILLS
 Technical documentation,SKILLS
Data backups,SKILLS
Disaster recovery,SKILLS
